Job Title,Company,Location,Job Link,Salary,Job Type,Posted Date,Vacancy,Description
PHP-WordPress Developer,Brandix Soft,Lahore,https://pk.indeed.com/company/B.-Soft/jobs/PHP-Wordpress-Developer-2c34709c9f333559?fccid=467f64ad81bc8740&vjs=3,,,Posted 30+ days ago,,"Location : Lahore/Islamabad 


Requirements:
 A minimum of 2 year experience in HTML, HTML5, Javascript, JQuery 

 Ability to work in an agile development environment 

 Knowledge of best practices for the full software development life cycle, including coding standards, code reviews, source control management and testing. 

 Strong problem solving and debugging skills. 

 Good verbal and written communication skills for client interaction. 

 Excellent organizational skills, including the ability to work under pressure in a fast paced environment across multiple small and large scale projects. 


Essential Skills:
 HTML5 

 XHTML 

 CSS/CSS3 

 JavaScript/Coffee Script 

 JQuery 

 AngularJS 

 Git/SVN 

 Photoshop (Not as designer but for basic stuff) 

 Responsive designs/implementations 

 Experience of at least one version control systems (SVN/Git) 


Nice to have:
 Express/NodeJS 

 Sencha Touch/ExtJS 

 MongoDB 


CSS framework, Like: Less or SASS 

 Bootstrap or similar 

 Linux environment 

 Amazon Cloud Front/S3 SDK 

 Modernizr 

 Underscore 

 RESTful web services, AJAX 


Tasks and Responsibilities:
 Develop, code, debug, and unit test systems per requirements and technical design. 

 Provide technical solutions as and when required support, re-factor and enhance an existing production system. 

 Review, analyze requirements and develop estimates / task lists based on those requirements."
Senior IOS Developer,Programmers Force,Lahore,https://pk.indeed.com/company/Programmers-Force/jobs/Senior-Ios-Developer-90444d6bf6169686?fccid=58e82102979ba864&vjs=3,,,Posted 30+ days ago,,"Location : Lahore/Islamabad 


Requirements:
 A minimum of 2 year experience in HTML, HTML5, Javascript, JQuery 

 Ability to work in an agile development environment 

 Knowledge of best practices for the full software development life cycle, including coding standards, code reviews, source control management and testing. 

 Strong problem solving and debugging skills. 

 Good verbal and written communication skills for client interaction. 

 Excellent organizational skills, including the ability to work under pressure in a fast paced environment across multiple small and large scale projects. 


Essential Skills:
 HTML5 

 XHTML 

 CSS/CSS3 

 JavaScript/Coffee Script 

 JQuery 

 AngularJS 

 Git/SVN 

 Photoshop (Not as designer but for basic stuff) 

 Responsive designs/implementations 

 Experience of at least one version control systems (SVN/Git) 


Nice to have:
 Express/NodeJS 

 Sencha Touch/ExtJS 

 MongoDB 


CSS framework, Like: Less or SASS 

 Bootstrap or similar 

 Linux environment 

 Amazon Cloud Front/S3 SDK 

 Modernizr 

 Underscore 

 RESTful web services, AJAX 


Tasks and Responsibilities:
 Develop, code, debug, and unit test systems per requirements and technical design. 

 Provide technical solutions as and when required support, re-factor and enhance an existing production system. 

 Review, analyze requirements and develop estimates / task lists based on those requirements."
Asp .net/Dotnet MVC developer,Aircod Technologies,Lahore,https://pk.indeed.com/company/AirCod-Technologies/jobs/ASP-Net-Dotnet-Mvc-Developer-e0da2a1a36496a43?fccid=57290a2a7fab4aee&vjs=3,,,Posted 30+ days ago,,"Location : Lahore/Islamabad 


Requirements:
 A minimum of 2 year experience in HTML, HTML5, Javascript, JQuery 

 Ability to work in an agile development environment 

 Knowledge of best practices for the full software development life cycle, including coding standards, code reviews, source control management and testing. 

 Strong problem solving and debugging skills. 

 Good verbal and written communication skills for client interaction. 

 Excellent organizational skills, including the ability to work under pressure in a fast paced environment across multiple small and large scale projects. 


Essential Skills:
 HTML5 

 XHTML 

 CSS/CSS3 

 JavaScript/Coffee Script 

 JQuery 

 AngularJS 

 Git/SVN 

 Photoshop (Not as designer but for basic stuff) 

 Responsive designs/implementations 

 Experience of at least one version control systems (SVN/Git) 


Nice to have:
 Express/NodeJS 

 Sencha Touch/ExtJS 

 MongoDB 


CSS framework, Like: Less or SASS 

 Bootstrap or similar 

 Linux environment 

 Amazon Cloud Front/S3 SDK 

 Modernizr 

 Underscore 

 RESTful web services, AJAX 


Tasks and Responsibilities:
 Develop, code, debug, and unit test systems per requirements and technical design. 

 Provide technical solutions as and when required support, re-factor and enhance an existing production system. 

 Review, analyze requirements and develop estimates / task lists based on those requirements."
Software Engineer PHP (Symfony / Laravel),Coeus Solutions GmbH,Lahore,https://pk.indeed.com/rc/clk?jk=97abb1c7c1c07e67&fccid=46dd454f23f5b0f8&vjs=3,,,Posted 30+ days ago,,"Location : Lahore/Islamabad 


Requirements:
 A minimum of 2 year experience in HTML, HTML5, Javascript, JQuery 

 Ability to work in an agile development environment 

 Knowledge of best practices for the full software development life cycle, including coding standards, code reviews, source control management and testing. 

 Strong problem solving and debugging skills. 

 Good verbal and written communication skills for client interaction. 

 Excellent organizational skills, including the ability to work under pressure in a fast paced environment across multiple small and large scale projects. 


Essential Skills:
 HTML5 

 XHTML 

 CSS/CSS3 

 JavaScript/Coffee Script 

 JQuery 

 AngularJS 

 Git/SVN 

 Photoshop (Not as designer but for basic stuff) 

 Responsive designs/implementations 

 Experience of at least one version control systems (SVN/Git) 


Nice to have:
 Express/NodeJS 

 Sencha Touch/ExtJS 

 MongoDB 


CSS framework, Like: Less or SASS 

 Bootstrap or similar 

 Linux environment 

 Amazon Cloud Front/S3 SDK 

 Modernizr 

 Underscore 

 RESTful web services, AJAX 


Tasks and Responsibilities:
 Develop, code, debug, and unit test systems per requirements and technical design. 

 Provide technical solutions as and when required support, re-factor and enhance an existing production system. 

 Review, analyze requirements and develop estimates / task lists based on those requirements."
"Senior Full Stack Web Developer (PHP Laravel, VueJS, NodeJS)",Nexgen Ventures Pakistan,Lahore,https://pk.indeed.com/company/Nexgen-Ventures-Pakistan/jobs/Senior-Full-Stack-Web-Developer-995e2f9b79dc55bb?fccid=a0ceeaeb7c582795&vjs=3,,,Posted 30+ days ago,,"Location : Lahore/Islamabad 


Requirements:
 A minimum of 2 year experience in HTML, HTML5, Javascript, JQuery 

 Ability to work in an agile development environment 

 Knowledge of best practices for the full software development life cycle, including coding standards, code reviews, source control management and testing. 

 Strong problem solving and debugging skills. 

 Good verbal and written communication skills for client interaction. 

 Excellent organizational skills, including the ability to work under pressure in a fast paced environment across multiple small and large scale projects. 


Essential Skills:
 HTML5 

 XHTML 

 CSS/CSS3 

 JavaScript/Coffee Script 

 JQuery 

 AngularJS 

 Git/SVN 

 Photoshop (Not as designer but for basic stuff) 

 Responsive designs/implementations 

 Experience of at least one version control systems (SVN/Git) 


Nice to have:
 Express/NodeJS 

 Sencha Touch/ExtJS 

 MongoDB 


CSS framework, Like: Less or SASS 

 Bootstrap or similar 

 Linux environment 

 Amazon Cloud Front/S3 SDK 

 Modernizr 

 Underscore 

 RESTful web services, AJAX 


Tasks and Responsibilities:
 Develop, code, debug, and unit test systems per requirements and technical design. 

 Provide technical solutions as and when required support, re-factor and enhance an existing production system. 

 Review, analyze requirements and develop estimates / task lists based on those requirements."
EXPERIENCED GRAPHIC DESIGNER/ILLUSTRATOR,Cipherox,Lahore,https://pk.indeed.com/company/Cipherox/jobs/Experienced-Graphic-Designer-Illustrator-41484e86071f5480?fccid=6ad0ad74589bfc28&vjs=3,"Rs 30,000 a month",,Posted 30+ days ago,,"Location : Lahore/Islamabad 


Requirements:
 A minimum of 2 year experience in HTML, HTML5, Javascript, JQuery 

 Ability to work in an agile development environment 

 Knowledge of best practices for the full software development life cycle, including coding standards, code reviews, source control management and testing. 

 Strong problem solving and debugging skills. 

 Good verbal and written communication skills for client interaction. 

 Excellent organizational skills, including the ability to work under pressure in a fast paced environment across multiple small and large scale projects. 


Essential Skills:
 HTML5 

 XHTML 

 CSS/CSS3 

 JavaScript/Coffee Script 

 JQuery 

 AngularJS 

 Git/SVN 

 Photoshop (Not as designer but for basic stuff) 

 Responsive designs/implementations 

 Experience of at least one version control systems (SVN/Git) 


Nice to have:
 Express/NodeJS 

 Sencha Touch/ExtJS 

 MongoDB 


CSS framework, Like: Less or SASS 

 Bootstrap or similar 

 Linux environment 

 Amazon Cloud Front/S3 SDK 

 Modernizr 

 Underscore 

 RESTful web services, AJAX 


Tasks and Responsibilities:
 Develop, code, debug, and unit test systems per requirements and technical design. 

 Provide technical solutions as and when required support, re-factor and enhance an existing production system. 

 Review, analyze requirements and develop estimates / task lists based on those requirements."
Senior Backend Developer(Laravel +Vue.JS),LOGIC SQUADS,Lahore,https://pk.indeed.com/company/LOGIC-SQUADS/jobs/Senior-Backend-Developer-c433e1ddf7d92c30?fccid=a6472b155c47c688&vjs=3,,,Posted 30+ days ago,,"Location : Lahore/Islamabad 


Requirements:
 A minimum of 2 year experience in HTML, HTML5, Javascript, JQuery 

 Ability to work in an agile development environment 

 Knowledge of best practices for the full software development life cycle, including coding standards, code reviews, source control management and testing. 

 Strong problem solving and debugging skills. 

 Good verbal and written communication skills for client interaction. 

 Excellent organizational skills, including the ability to work under pressure in a fast paced environment across multiple small and large scale projects. 


Essential Skills:
 HTML5 

 XHTML 

 CSS/CSS3 

 JavaScript/Coffee Script 

 JQuery 

 AngularJS 

 Git/SVN 

 Photoshop (Not as designer but for basic stuff) 

 Responsive designs/implementations 

 Experience of at least one version control systems (SVN/Git) 


Nice to have:
 Express/NodeJS 

 Sencha Touch/ExtJS 

 MongoDB 


CSS framework, Like: Less or SASS 

 Bootstrap or similar 

 Linux environment 

 Amazon Cloud Front/S3 SDK 

 Modernizr 

 Underscore 

 RESTful web services, AJAX 


Tasks and Responsibilities:
 Develop, code, debug, and unit test systems per requirements and technical design. 

 Provide technical solutions as and when required support, re-factor and enhance an existing production system. 

 Review, analyze requirements and develop estimates / task lists based on those requirements."
Senior React Native Developer,TectSoft,Lahore,https://pk.indeed.com/company/TectSoft/jobs/Senior-React-Native-Developer-8f3993a41116e0d3?fccid=47a2bf9b9cd635ad&vjs=3,,,Posted 30+ days ago,,"Location : Lahore/Islamabad 


Requirements:
 A minimum of 2 year experience in HTML, HTML5, Javascript, JQuery 

 Ability to work in an agile development environment 

 Knowledge of best practices for the full software development life cycle, including coding standards, code reviews, source control management and testing. 

 Strong problem solving and debugging skills. 

 Good verbal and written communication skills for client interaction. 

 Excellent organizational skills, including the ability to work under pressure in a fast paced environment across multiple small and large scale projects. 


Essential Skills:
 HTML5 

 XHTML 

 CSS/CSS3 

 JavaScript/Coffee Script 

 JQuery 

 AngularJS 

 Git/SVN 

 Photoshop (Not as designer but for basic stuff) 

 Responsive designs/implementations 

 Experience of at least one version control systems (SVN/Git) 


Nice to have:
 Express/NodeJS 

 Sencha Touch/ExtJS 

 MongoDB 


CSS framework, Like: Less or SASS 

 Bootstrap or similar 

 Linux environment 

 Amazon Cloud Front/S3 SDK 

 Modernizr 

 Underscore 

 RESTful web services, AJAX 


Tasks and Responsibilities:
 Develop, code, debug, and unit test systems per requirements and technical design. 

 Provide technical solutions as and when required support, re-factor and enhance an existing production system. 

 Review, analyze requirements and develop estimates / task lists based on those requirements."
.Dot Net Core Developer,Visionplus Solution Provider,Lahore,https://pk.indeed.com/company/Visionplus-Solution-Provider/jobs/Dot-Net-Core-Developer-65a03f160586d4a7?fccid=e3117a4d2c2361b6&vjs=3,"Rs 45,000 - Rs 50,000 a month",,Posted 30+ days ago,,"Location : Lahore/Islamabad 


Requirements:
 A minimum of 2 year experience in HTML, HTML5, Javascript, JQuery 

 Ability to work in an agile development environment 

 Knowledge of best practices for the full software development life cycle, including coding standards, code reviews, source control management and testing. 

 Strong problem solving and debugging skills. 

 Good verbal and written communication skills for client interaction. 

 Excellent organizational skills, including the ability to work under pressure in a fast paced environment across multiple small and large scale projects. 


Essential Skills:
 HTML5 

 XHTML 

 CSS/CSS3 

 JavaScript/Coffee Script 

 JQuery 

 AngularJS 

 Git/SVN 

 Photoshop (Not as designer but for basic stuff) 

 Responsive designs/implementations 

 Experience of at least one version control systems (SVN/Git) 


Nice to have:
 Express/NodeJS 

 Sencha Touch/ExtJS 

 MongoDB 


CSS framework, Like: Less or SASS 

 Bootstrap or similar 

 Linux environment 

 Amazon Cloud Front/S3 SDK 

 Modernizr 

 Underscore 

 RESTful web services, AJAX 


Tasks and Responsibilities:
 Develop, code, debug, and unit test systems per requirements and technical design. 

 Provide technical solutions as and when required support, re-factor and enhance an existing production system. 

 Review, analyze requirements and develop estimates / task lists based on those requirements."
Intern & Experienced PHP Developer,Consecutive Bytes,Lahore,https://pk.indeed.com/company/Consecutive-Bytes/jobs/Intern-Experienced-PHP-Developer-0f2f2559419562e6?fccid=05bf5f0f592d8278&vjs=3,"Rs 25,000 a month",,Posted 30+ days ago,,"Location : Lahore/Islamabad 


Requirements:
 A minimum of 2 year experience in HTML, HTML5, Javascript, JQuery 

 Ability to work in an agile development environment 

 Knowledge of best practices for the full software development life cycle, including coding standards, code reviews, source control management and testing. 

 Strong problem solving and debugging skills. 

 Good verbal and written communication skills for client interaction. 

 Excellent organizational skills, including the ability to work under pressure in a fast paced environment across multiple small and large scale projects. 


Essential Skills:
 HTML5 

 XHTML 

 CSS/CSS3 

 JavaScript/Coffee Script 

 JQuery 

 AngularJS 

 Git/SVN 

 Photoshop (Not as designer but for basic stuff) 

 Responsive designs/implementations 

 Experience of at least one version control systems (SVN/Git) 


Nice to have:
 Express/NodeJS 

 Sencha Touch/ExtJS 

 MongoDB 


CSS framework, Like: Less or SASS 

 Bootstrap or similar 

 Linux environment 

 Amazon Cloud Front/S3 SDK 

 Modernizr 

 Underscore 

 RESTful web services, AJAX 


Tasks and Responsibilities:
 Develop, code, debug, and unit test systems per requirements and technical design. 

 Provide technical solutions as and when required support, re-factor and enhance an existing production system. 

 Review, analyze requirements and develop estimates / task lists based on those requirements."
Senior Full Stack Developer,LOGIC SQUADS,Lahore,https://pk.indeed.com/company/LOGIC-SQUADS/jobs/Senior-Full-Stack-Developer-ac729520f7297c47?fccid=a6472b155c47c688&vjs=3,,,Posted 30+ days ago,,"Location : Lahore/Islamabad 


Requirements:
 A minimum of 2 year experience in HTML, HTML5, Javascript, JQuery 

 Ability to work in an agile development environment 

 Knowledge of best practices for the full software development life cycle, including coding standards, code reviews, source control management and testing. 

 Strong problem solving and debugging skills. 

 Good verbal and written communication skills for client interaction. 

 Excellent organizational skills, including the ability to work under pressure in a fast paced environment across multiple small and large scale projects. 


Essential Skills:
 HTML5 

 XHTML 

 CSS/CSS3 

 JavaScript/Coffee Script 

 JQuery 

 AngularJS 

 Git/SVN 

 Photoshop (Not as designer but for basic stuff) 

 Responsive designs/implementations 

 Experience of at least one version control systems (SVN/Git) 


Nice to have:
 Express/NodeJS 

 Sencha Touch/ExtJS 

 MongoDB 


CSS framework, Like: Less or SASS 

 Bootstrap or similar 

 Linux environment 

 Amazon Cloud Front/S3 SDK 

 Modernizr 

 Underscore 

 RESTful web services, AJAX 


Tasks and Responsibilities:
 Develop, code, debug, and unit test systems per requirements and technical design. 

 Provide technical solutions as and when required support, re-factor and enhance an existing production system. 

 Review, analyze requirements and develop estimates / task lists based on those requirements."
Full-Stack PHP Developer,NASMAK Technologies Pty Ltd,Lahore,https://pk.indeed.com/company/NASMAK-Technologies/jobs/Full-Stack-PHP-Developer-3eea91879874e9f5?fccid=f9e09521d16f799d&vjs=3,"Rs 45,000 - Rs 75,000 a month",,Posted 30+ days ago,,"Location : Lahore/Islamabad 


Requirements:
 A minimum of 2 year experience in HTML, HTML5, Javascript, JQuery 

 Ability to work in an agile development environment 

 Knowledge of best practices for the full software development life cycle, including coding standards, code reviews, source control management and testing. 

 Strong problem solving and debugging skills. 

 Good verbal and written communication skills for client interaction. 

 Excellent organizational skills, including the ability to work under pressure in a fast paced environment across multiple small and large scale projects. 


Essential Skills:
 HTML5 

 XHTML 

 CSS/CSS3 

 JavaScript/Coffee Script 

 JQuery 

 AngularJS 

 Git/SVN 

 Photoshop (Not as designer but for basic stuff) 

 Responsive designs/implementations 

 Experience of at least one version control systems (SVN/Git) 


Nice to have:
 Express/NodeJS 

 Sencha Touch/ExtJS 

 MongoDB 


CSS framework, Like: Less or SASS 

 Bootstrap or similar 

 Linux environment 

 Amazon Cloud Front/S3 SDK 

 Modernizr 

 Underscore 

 RESTful web services, AJAX 


Tasks and Responsibilities:
 Develop, code, debug, and unit test systems per requirements and technical design. 

 Provide technical solutions as and when required support, re-factor and enhance an existing production system. 

 Review, analyze requirements and develop estimates / task lists based on those requirements."
Web Developer Full Stack (Project Manager),Propertica PVT LTD,Lahore,https://pk.indeed.com/company/Propertica-Pvt-Ltd/jobs/Web-Developer-Full-Stack-f136b9c8db7349f8?fccid=45f0c482799e6171&vjs=3,"Rs 30,000 - Rs 33,000 a month",,Posted 30+ days ago,,"Location : Lahore/Islamabad 


Requirements:
 A minimum of 2 year experience in HTML, HTML5, Javascript, JQuery 

 Ability to work in an agile development environment 

 Knowledge of best practices for the full software development life cycle, including coding standards, code reviews, source control management and testing. 

 Strong problem solving and debugging skills. 

 Good verbal and written communication skills for client interaction. 

 Excellent organizational skills, including the ability to work under pressure in a fast paced environment across multiple small and large scale projects. 


Essential Skills:
 HTML5 

 XHTML 

 CSS/CSS3 

 JavaScript/Coffee Script 

 JQuery 

 AngularJS 

 Git/SVN 

 Photoshop (Not as designer but for basic stuff) 

 Responsive designs/implementations 

 Experience of at least one version control systems (SVN/Git) 


Nice to have:
 Express/NodeJS 

 Sencha Touch/ExtJS 

 MongoDB 


CSS framework, Like: Less or SASS 

 Bootstrap or similar 

 Linux environment 

 Amazon Cloud Front/S3 SDK 

 Modernizr 

 Underscore 

 RESTful web services, AJAX 


Tasks and Responsibilities:
 Develop, code, debug, and unit test systems per requirements and technical design. 

 Provide technical solutions as and when required support, re-factor and enhance an existing production system. 

 Review, analyze requirements and develop estimates / task lists based on those requirements."
React Native Developer,Softpers,Lahore,https://pk.indeed.com/company/Softpers/jobs/React-Native-Developer-c86c9fac9c99039c?fccid=185745513ce06f4b&vjs=3,,,Posted 30+ days ago,,"Location : Lahore/Islamabad 


Requirements:
 A minimum of 2 year experience in HTML, HTML5, Javascript, JQuery 

 Ability to work in an agile development environment 

 Knowledge of best practices for the full software development life cycle, including coding standards, code reviews, source control management and testing. 

 Strong problem solving and debugging skills. 

 Good verbal and written communication skills for client interaction. 

 Excellent organizational skills, including the ability to work under pressure in a fast paced environment across multiple small and large scale projects. 


Essential Skills:
 HTML5 

 XHTML 

 CSS/CSS3 

 JavaScript/Coffee Script 

 JQuery 

 AngularJS 

 Git/SVN 

 Photoshop (Not as designer but for basic stuff) 

 Responsive designs/implementations 

 Experience of at least one version control systems (SVN/Git) 


Nice to have:
 Express/NodeJS 

 Sencha Touch/ExtJS 

 MongoDB 


CSS framework, Like: Less or SASS 

 Bootstrap or similar 

 Linux environment 

 Amazon Cloud Front/S3 SDK 

 Modernizr 

 Underscore 

 RESTful web services, AJAX 


Tasks and Responsibilities:
 Develop, code, debug, and unit test systems per requirements and technical design. 

 Provide technical solutions as and when required support, re-factor and enhance an existing production system. 

 Review, analyze requirements and develop estimates / task lists based on those requirements."
PHP Junior Developer,Consecutive Bytes,Lahore,https://pk.indeed.com/company/Consecutive-Bytes/jobs/PHP-Junior-Developer-283a770b62646ec9?fccid=05bf5f0f592d8278&vjs=3,"Rs 35,000 a month",,Posted 30+ days ago,,"Location : Lahore/Islamabad 


Requirements:
 A minimum of 2 year experience in HTML, HTML5, Javascript, JQuery 

 Ability to work in an agile development environment 

 Knowledge of best practices for the full software development life cycle, including coding standards, code reviews, source control management and testing. 

 Strong problem solving and debugging skills. 

 Good verbal and written communication skills for client interaction. 

 Excellent organizational skills, including the ability to work under pressure in a fast paced environment across multiple small and large scale projects. 


Essential Skills:
 HTML5 

 XHTML 

 CSS/CSS3 

 JavaScript/Coffee Script 

 JQuery 

 AngularJS 

 Git/SVN 

 Photoshop (Not as designer but for basic stuff) 

 Responsive designs/implementations 

 Experience of at least one version control systems (SVN/Git) 


Nice to have:
 Express/NodeJS 

 Sencha Touch/ExtJS 

 MongoDB 


CSS framework, Like: Less or SASS 

 Bootstrap or similar 

 Linux environment 

 Amazon Cloud Front/S3 SDK 

 Modernizr 

 Underscore 

 RESTful web services, AJAX 


Tasks and Responsibilities:
 Develop, code, debug, and unit test systems per requirements and technical design. 

 Provide technical solutions as and when required support, re-factor and enhance an existing production system. 

 Review, analyze requirements and develop estimates / task lists based on those requirements."
Android (Java-Kotlin) Developer - Software Engineer,GenITeam,Lahore,https://pk.indeed.com/rc/clk?jk=8900b7964663c7da&fccid=ccc721547acc0b6d&vjs=3,,,Posted 30+ days ago,,"Location : Lahore/Islamabad 


Requirements:
 A minimum of 2 year experience in HTML, HTML5, Javascript, JQuery 

 Ability to work in an agile development environment 

 Knowledge of best practices for the full software development life cycle, including coding standards, code reviews, source control management and testing. 

 Strong problem solving and debugging skills. 

 Good verbal and written communication skills for client interaction. 

 Excellent organizational skills, including the ability to work under pressure in a fast paced environment across multiple small and large scale projects. 


Essential Skills:
 HTML5 

 XHTML 

 CSS/CSS3 

 JavaScript/Coffee Script 

 JQuery 

 AngularJS 

 Git/SVN 

 Photoshop (Not as designer but for basic stuff) 

 Responsive designs/implementations 

 Experience of at least one version control systems (SVN/Git) 


Nice to have:
 Express/NodeJS 

 Sencha Touch/ExtJS 

 MongoDB 


CSS framework, Like: Less or SASS 

 Bootstrap or similar 

 Linux environment 

 Amazon Cloud Front/S3 SDK 

 Modernizr 

 Underscore 

 RESTful web services, AJAX 


Tasks and Responsibilities:
 Develop, code, debug, and unit test systems per requirements and technical design. 

 Provide technical solutions as and when required support, re-factor and enhance an existing production system. 

 Review, analyze requirements and develop estimates / task lists based on those requirements."
Solution Engineer,Learners.ai LLC,Lahore,https://pk.indeed.com/company/Learners.ai-LLC/jobs/Solution-Engineer-b6057ed13503d1a3?fccid=a9d63f0257c2b7a4&vjs=3,,,Posted 30+ days ago,,"Location : Lahore/Islamabad 


Requirements:
 A minimum of 2 year experience in HTML, HTML5, Javascript, JQuery 

 Ability to work in an agile development environment 

 Knowledge of best practices for the full software development life cycle, including coding standards, code reviews, source control management and testing. 

 Strong problem solving and debugging skills. 

 Good verbal and written communication skills for client interaction. 

 Excellent organizational skills, including the ability to work under pressure in a fast paced environment across multiple small and large scale projects. 


Essential Skills:
 HTML5 

 XHTML 

 CSS/CSS3 

 JavaScript/Coffee Script 

 JQuery 

 AngularJS 

 Git/SVN 

 Photoshop (Not as designer but for basic stuff) 

 Responsive designs/implementations 

 Experience of at least one version control systems (SVN/Git) 


Nice to have:
 Express/NodeJS 

 Sencha Touch/ExtJS 

 MongoDB 


CSS framework, Like: Less or SASS 

 Bootstrap or similar 

 Linux environment 

 Amazon Cloud Front/S3 SDK 

 Modernizr 

 Underscore 

 RESTful web services, AJAX 


Tasks and Responsibilities:
 Develop, code, debug, and unit test systems per requirements and technical design. 

 Provide technical solutions as and when required support, re-factor and enhance an existing production system. 

 Review, analyze requirements and develop estimates / task lists based on those requirements."
Dotnet Developer,Intagleo Systems Pvt Ltd.,Lahore,https://pk.indeed.com/company/Intagleo-Systems-Pvt-Ltd./jobs/Dotnet-Developer-695db1dde1b9933c?fccid=dbd2edcc1f13fbf8&vjs=3,,,Posted 30+ days ago,,"Location : Lahore/Islamabad 


Requirements:
 A minimum of 2 year experience in HTML, HTML5, Javascript, JQuery 

 Ability to work in an agile development environment 

 Knowledge of best practices for the full software development life cycle, including coding standards, code reviews, source control management and testing. 

 Strong problem solving and debugging skills. 

 Good verbal and written communication skills for client interaction. 

 Excellent organizational skills, including the ability to work under pressure in a fast paced environment across multiple small and large scale projects. 


Essential Skills:
 HTML5 

 XHTML 

 CSS/CSS3 

 JavaScript/Coffee Script 

 JQuery 

 AngularJS 

 Git/SVN 

 Photoshop (Not as designer but for basic stuff) 

 Responsive designs/implementations 

 Experience of at least one version control systems (SVN/Git) 


Nice to have:
 Express/NodeJS 

 Sencha Touch/ExtJS 

 MongoDB 


CSS framework, Like: Less or SASS 

 Bootstrap or similar 

 Linux environment 

 Amazon Cloud Front/S3 SDK 

 Modernizr 

 Underscore 

 RESTful web services, AJAX 


Tasks and Responsibilities:
 Develop, code, debug, and unit test systems per requirements and technical design. 

 Provide technical solutions as and when required support, re-factor and enhance an existing production system. 

 Review, analyze requirements and develop estimates / task lists based on those requirements."
MERN Stack Developer with React Native Expertise,"RealtyPaaS, Inc.",Lahore,"https://pk.indeed.com/company/RealtyPaaS,-Inc./jobs/Mern-Stack-Developer-React-Native-Expertise-51cd14624130652a?fccid=2591b8b2c25ab327&vjs=3",,,Posted 30+ days ago,,"Location : Lahore/Islamabad 


Requirements:
 A minimum of 2 year experience in HTML, HTML5, Javascript, JQuery 

 Ability to work in an agile development environment 

 Knowledge of best practices for the full software development life cycle, including coding standards, code reviews, source control management and testing. 

 Strong problem solving and debugging skills. 

 Good verbal and written communication skills for client interaction. 

 Excellent organizational skills, including the ability to work under pressure in a fast paced environment across multiple small and large scale projects. 


Essential Skills:
 HTML5 

 XHTML 

 CSS/CSS3 

 JavaScript/Coffee Script 

 JQuery 

 AngularJS 

 Git/SVN 

 Photoshop (Not as designer but for basic stuff) 

 Responsive designs/implementations 

 Experience of at least one version control systems (SVN/Git) 


Nice to have:
 Express/NodeJS 

 Sencha Touch/ExtJS 

 MongoDB 


CSS framework, Like: Less or SASS 

 Bootstrap or similar 

 Linux environment 

 Amazon Cloud Front/S3 SDK 

 Modernizr 

 Underscore 

 RESTful web services, AJAX 


Tasks and Responsibilities:
 Develop, code, debug, and unit test systems per requirements and technical design. 

 Provide technical solutions as and when required support, re-factor and enhance an existing production system. 

 Review, analyze requirements and develop estimates / task lists based on those requirements."
DevOps Manager,Starzplay Arabia,Lahore,https://pk.indeed.com/rc/clk?jk=6613036a0117a71b&fccid=1188e4e6d28c4f9d&vjs=3,,,Posted 30+ days ago,,"Location : Lahore/Islamabad 


Requirements:
 A minimum of 2 year experience in HTML, HTML5, Javascript, JQuery 

 Ability to work in an agile development environment 

 Knowledge of best practices for the full software development life cycle, including coding standards, code reviews, source control management and testing. 

 Strong problem solving and debugging skills. 

 Good verbal and written communication skills for client interaction. 

 Excellent organizational skills, including the ability to work under pressure in a fast paced environment across multiple small and large scale projects. 


Essential Skills:
 HTML5 

 XHTML 

 CSS/CSS3 

 JavaScript/Coffee Script 

 JQuery 

 AngularJS 

 Git/SVN 

 Photoshop (Not as designer but for basic stuff) 

 Responsive designs/implementations 

 Experience of at least one version control systems (SVN/Git) 


Nice to have:
 Express/NodeJS 

 Sencha Touch/ExtJS 

 MongoDB 


CSS framework, Like: Less or SASS 

 Bootstrap or similar 

 Linux environment 

 Amazon Cloud Front/S3 SDK 

 Modernizr 

 Underscore 

 RESTful web services, AJAX 


Tasks and Responsibilities:
 Develop, code, debug, and unit test systems per requirements and technical design. 

 Provide technical solutions as and when required support, re-factor and enhance an existing production system. 

 Review, analyze requirements and develop estimates / task lists based on those requirements."
